"text";"section";"header";"div";"p";"s";"id";"p_comp";"p_value";"expanded";"context"
"p = .07";"results";"Posttraumatic Stress Diagnostic Scale";13;1;4;"0956797615569889";"=";0,07;"A marginally significant negative correlation was found between suppression-induced forgetting on the details measure and PDS scores in the PTSD group (Kendall's τ = -.33, p = .07; Fig. 4b).";"For this reason, correlation analyses were performed only within the PTSD group. A marginally significant negative correlation was found between suppression-induced forgetting on the details measure and PDS scores in the PTSD group (Kendall's τ = -.33, p = .07; Fig. 4b). This correlation was rendered significant when we covaried out BDI-II scores using semipartial correlation analyses (τ = -.35, p = .049)."
"p = .062";"results";"The effects of depressive symptoms";14;3;1;"0956797615569889";"=";0,062;"When we more closely matched depression symptoms by comparing the low-BDI-II PTSD group with the high-BDI-II control group, we observed a marginally significant group-by-condition interaction for the details measure, F(1, 16) = 4.032, p = .062, η p 2 = .201.";"When we more closely matched depression symptoms by comparing the low-BDI-II PTSD group with the high-BDI-II control group, we observed a marginally significant group-by-condition interaction for the details measure, F(1, 16) = 4.032, p = .062, η p 2 = .201. Significant suppression-induced forgetting was observed for the high-BDI-II control group, but not for the low-BDI-II PTSD group, despite BDI-II scores that did not differ appreciably."
"p = .058";"results";"Conditionalized final-test data";15;1;2;"0956797615569889";"=";0,058;"In that analysis, the group difference in suppression-induced forgetting only approached significance, F(1, 30) = 3.869, p = .058, η p 2 = .114.";"Analyses of the data conditional on correct initial learning yielded similar results, except in the case of the identification measure. In that analysis, the group difference in suppression-induced forgetting only approached significance, F(1, 30) = 3.869, p = .058, η p 2 = .114. Foa, 1995)."
"p = .95 ";"results";"Results";6;2;2;"0956797615583071";"=";0,95;"As expected, prior to the intervention (at baseline: Day 0), we confirmed that the two groups experienced a similar number of intrusive memories of the film in daily life, t(50) = 0.06, p = .95 (Fig. 1a).";"Intrusive memories preintervention. As expected, prior to the intervention (at baseline: Day 0), we confirmed that the two groups experienced a similar number of intrusive memories of the film in daily life, t(50) = 0.06, p = .95 (Fig. 1a)."
"p = .36";"results";"Time course of intrusions.";7;2;2;"0956797615583071";"=";0,36;"As expected on the basis of previous studies, t tests showed that there were no differences between groups on tests of either verbal, t(50) = 0.93, p = .36, or visual, t(50) = 1.00, p = .32, recognition memory of the film (Table S1 in the Supplemental Material)-this is consistent with the possibility that intrusivememory frequency (diary/IPT intrusion score) was influenced while leaving recognition memory (for facts and scenes in the trauma film) intact.";"Recognition memory. Recognition memory. As expected on the basis of previous studies, t tests showed that there were no differences between groups on tests of either verbal, t(50) = 0.93, p = .36, or visual, t(50) = 1.00, p = .32, recognition memory of the film (Table S1 in the Supplemental Material)-this is consistent with the possibility that intrusivememory frequency (diary/IPT intrusion score) was influenced while leaving recognition memory (for facts and scenes in the trauma film) intact. As expected on the basis of previous studies, t tests showed that there were no differences between groups on tests of either verbal, t(50) = 0.93, p = .36, or visual, t(50) = 1.00, p = .32, recognition memory of the film (Table S1 in the Supplemental Material)-this is consistent with the possibility that intrusivememory frequency (diary/IPT intrusion score) was influenced while leaving recognition memory (for facts and scenes in the trauma film) intact."
"p = .92 ";"results";"Results";11;2;2;"0956797615583071";"=";0,92;"First, prior to the intervention (over the first 24 hr after viewing the film: Day 0), we confirmed that the four groups experienced a similar number of intrusive memories, F(3, 68) = 0.16, p = .92 (Fig. 4a).";"Intrusive memories preintervention. First, prior to the intervention (over the first 24 hr after viewing the film: Day 0), we confirmed that the four groups experienced a similar number of intrusive memories, F(3, 68) = 0.16, p = .92 (Fig. 4a)."
"p = .83";"results";"Results";11;3;5;"0956797615583071";"=";0,83;"Further, there were no significant differences between the no-task control group and the reactivation-only group, t(32.23) = 0.22, p = .83, or between the no-task control group and the Tetris-only group, t(30.03) = 1.01, p = .32.";"Critically, as predicted by reconsolidation theory, the reactivationplus-Tetris group had significantly fewer intrusive memories than the Tetris-only group, t(27.96) = 2.52, p = d = 0.84, as well as the reactivation-only group, t(25.68) = 3.32, p = .003, d = 1.11. Critically, as predicted by reconsolidation theory, the reactivationplus-Tetris group had significantly fewer intrusive memories than the Tetris-only group, t(27.96) = 2.52, p = d = 0.84, as well as the reactivation-only group, t(25.68) = 3.32, p = .003, d = 1.11. Further, there were no significant differences between the no-task control group and the reactivation-only group, t(32.23) = 0.22, p = .83, or between the no-task control group and the Tetris-only group, t(30.03) = 1.01, p = .32. Further, there were no significant differences between the no-task control group and the reactivation-only group, t(32.23) = 0.22, p = .83, or between the no-task control group and the Tetris-only group, t(30.03) = 1.01, p = .32. Third, a similar pattern was seen on a convergent measure-the frequency of IPT intrusions on Day 7 in the laboratory, for which there was an overall significant difference between groups, F(3, 68) = 5.57, p = .002, η p 2 = .20 (Fig. 4c; Day 7). Third, a similar pattern was seen on a convergent measure-the frequency of IPT intrusions on Day 7 in the laboratory, for which there was an overall significant difference between groups, F(3, 68) = 5.57, p = .002, η p 2 = .20 (Fig. 4c; Day 7)."
"p = .32";"results";"Results";11;3;9;"0956797615583071";"=";0,32;"Further, the reactivation-only group, t(68) = 1.00, p = .32, and the Tetris-only group, t(68) = 0.36, p = .72, did not differ significantly from the no-task control group.";"Critically, in line with reconsolidation theory, the reactivation-plus-Tetris group also differed significantly from both the reactivation-only group, t(68) = 3.92, p < .001, d = 1.31, and the Tetris-only group, t(68) = 2.56, p = .01, d = 0.85. Critically, in line with reconsolidation theory, the reactivation-plus-Tetris group also differed significantly from both the reactivation-only group, t(68) = 3.92, p < .001, d = 1.31, and the Tetris-only group, t(68) = 2.56, p = .01, d = 0.85. Further, the reactivation-only group, t(68) = 1.00, p = .32, and the Tetris-only group, t(68) = 0.36, p = .72, did not differ significantly from the no-task control group. Further, the reactivation-only group, t(68) = 1.00, p = .32, and the Tetris-only group, t(68) = 0.36, p = .72, did not differ significantly from the no-task control group."
"p = .40";"results";"Results";11;4;4;"0956797615583071";"=";0,4;"Further, generalized linear models (repeated measures ANCOVA with Poisson errors) confirmed no significant difference in the number of intrusive memories over time among the three control groups: no-task control, Tetris-only, and reactivation-only groups, χ 2 (4, N = 72) = 4.01, p = .40; thus, data from these three groups were pooled into a single control group and compared with the reactivation-plus-Tetris group.";"S2 in the Supplemental Material). Further, generalized linear models (repeated measures ANCOVA with Poisson errors) confirmed no significant difference in the number of intrusive memories over time among the three control groups: no-task control, Tetris-only, and reactivation-only groups, χ 2 (4, N = 72) = 4.01, p = .40; thus, data from these three groups were pooled into a single control group and compared with the reactivation-plus-Tetris group. Critically, intrusive-memory frequency over the time course of the experiment for the reactivation-plus-Tetris group was significantly different from that in the combined control group, χ 2 (1, N = 72) = 15.55, p < .01."
"p = .18";"results";"Results";11;6;2;"0956797615583071";"=";0,18;"Finally, as predicted, there was no significant difference among groups on the tests of either visual, F(3, 68) = 1.67, p = .18, or verbal, F(3, 68) = 0.85, p = .47, recognition memory of the trauma film (see Table S2 in the Supplemental Material).";"Recognition memory. Recognition memory. Finally, as predicted, there was no significant difference among groups on the tests of either visual, F(3, 68) = 1.67, p = .18, or verbal, F(3, 68) = 0.85, p = .47, recognition memory of the trauma film (see Table S2 in the Supplemental Material). Finally, as predicted, there was no significant difference among groups on the tests of either visual, F(3, 68) = 1.67, p = .18, or verbal, F(3, 68) = 0.85, p = .47, recognition memory of the trauma film (see Table S2 in the Supplemental Material)."
"p = .055";"results";"Neuroimaging study";7;3;4;"0956797615588467";"=";0,055;"A linear regression indicated that positive-arousal scores of the neuroimaging sample, t = 8.37, p < .001, but not negativearousal scores of this sample, t = -1.95, p = .055, were associated with Internet lending rates.";"In all three panels, error bars represent 95% confidence intervals. r = .322, 95% CI = [.110, .502], t = 2.96, p < .01. A linear regression indicated that positive-arousal scores of the neuroimaging sample, t = 8.37, p < .001, but not negativearousal scores of this sample, t = -1.95, p = .055, were associated with Internet lending rates. Bootstrapped correlations also verified that the neuroimaging sample's positive-arousal scores were associated with Internet lending rates, bootstrapped r = .411, 95% CI = [.212, .574], t = 3.94, p < .001."
"p = .137";"results";"Results";6;4;3;"0956797615603702";"=";0,137;"Before creating the two-group structural equation model, we established that strong (scalar) measurement invariance was present for all latent variables in the model because constraining the unstandardized factor loadings and intercepts to be equal across groups resulted in no significant change in fit, Δχ 2 (23) = 30.464, p = .137.";"For this purpose, a two-group structural equation model was constructed (see Fig. 1) using Mplus (Version 7.31; Muthén & Muthén, 2015) with missing data handled using full-information maximum-likelihood estimation. Before creating the two-group structural equation model, we established that strong (scalar) measurement invariance was present for all latent variables in the model because constraining the unstandardized factor loadings and intercepts to be equal across groups resulted in no significant change in fit, Δχ 2 (23) = 30.464, p = .137."
"p = .427";"results";"Results";6;6;2;"0956797615603702";"=";0,427;"As this was not the case, Δχ 2 (21) = 21.538, p = .427, we fixed them to be equal for both samples.";"For the full structural model, we first tested whether the regressions, covariances, and residual variances of the latent variables differed between groups. As this was not the case, Δχ 2 (21) = 21.538, p = .427, we fixed them to be equal for both samples. Figure 1 shows standardized path weights for both groups (these coefficients differ slightly between groups because of differences in variance between Note: For most measures, the maximum possible score is given in parentheses."
"p = .958";"results";"Results";6;6;6;"0956797615603702";"=";0,958;"In this model, the variance of the latent speech variable was fixed to zero in the typically developing sample because the estimated variance was negative (-.009) but nonsignificant (p = .958).";"Cohen's ds for the mean difference between groups are adjusted for unequal sample size (Rosnow, Rosenthal, & Rubin, 2000); values in brackets are 95% confidence intervals. the groups). In this model, the variance of the latent speech variable was fixed to zero in the typically developing sample because the estimated variance was negative (-.009) but nonsignificant (p = .958). Accordingly, all factor loadings and regressions were fixed to zero in this group."
