"article_id";"doi";"title";"text";"section";"header";"div";"p";"s";"p_comp";"p_value";"machine_statement";"machine_context";"human_statement"
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .16";"results";"Results";8;1;4;"=";0,16;"Tukey's honestly significant difference (HSD) tests revealed significant differences between all pairwise positions (all ps < .001) except Position 2 versus Position 3, t(116) = 2.28, p = .16, Position 2 versus Position 4, t(116) = .574, p = .98, and Position 3 versus Position 4, t(116) = -1.712, p = .43.";"As can be seen in Figure 1, participants performed above chance at all positions but were especially excellent at finding the longest and shortest line in the set at any ratio, with a serial drop-off in performance with each line as they approached the middle (i.e., the third longest line). As can be seen in Figure 1, participants performed above chance at all positions but were especially excellent at finding the longest and shortest line in the set at any ratio, with a serial drop-off in performance with each line as they approached the middle (i.e., the third longest line). As can be seen in Figure 1, participants performed above chance at all positions but were especially excellent at finding the longest and shortest line in the set at any ratio, with a serial drop-off in performance with each line as they approached the middle (i.e., the third longest line). Tukey's honestly significant difference (HSD) tests revealed significant differences between all pairwise positions (all ps < .001) except Position 2 versus Position 3, t(116) = 2.28, p = .16, Position 2 versus Position 4, t(116) = .574, p = .98, and Position 3 versus Position 4, t(116) = -1.712, p = .43. Tukey's honestly significant difference (HSD) tests revealed significant differences between all pairwise positions (all ps < .001) except Position 2 versus Position 3, t(116) = 2.28, p = .16, Position 2 versus Position 4, t(116) = .574, p = .98, and Position 3 versus Position 4, t(116) = -1.712, p = .43. Tukey's honestly significant difference (HSD) tests revealed significant differences between all pairwise positions (all ps < .001) except Position 2 versus Position 3, t(116) = 2.28, p = .16, Position 2 versus Position 4, t(116) = .574, p = .98, and Position 3 versus Position 4, t(116) = -1.712, p = .43. Although the bipartite format does not predict the significant difference between Positions 1 and 5 (i.e., longest vs. shortest), there is a long-standing finding that negative poles are slower and less accurate than positive ones (Klatzky et al., 1973;Odic et al., 2013). Although the bipartite format does not predict the significant difference between Positions 1 and 5 (i.e., longest vs. shortest), there is a long-standing finding that negative poles are slower and less accurate than positive ones (Klatzky et al., 1973;Odic et al., 2013). Although the bipartite format does not predict the significant difference between Positions 1 and 5 (i.e., longest vs. shortest), there is a long-standing finding that negative poles are slower and less accurate than positive ones (Klatzky et al., 1973;Odic et al., 2013).";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .38";"results";"Results";8;4;2;"=";0,38;"Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .02) except Position 1 versus Position 7, t(174) = 2.05, p = .38, Position 3 versus Position 5, t(174) = 1.621, p = .662, and Position 4 versus Position 5, t(174) = -1.897, p = .48.";"was again overall best for the longest and shortest positions, with a successive decrease in performance toward the middle position. was again overall best for the longest and shortest positions, with a successive decrease in performance toward the middle position. was again overall best for the longest and shortest positions, with a successive decrease in performance toward the middle position. Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .02) except Position 1 versus Position 7, t(174) = 2.05, p = .38, Position 3 versus Position 5, t(174) = 1.621, p = .662, and Position 4 versus Position 5, t(174) = -1.897, p = .48. Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .02) except Position 1 versus Position 7, t(174) = 2.05, p = .38, Position 3 versus Position 5, t(174) = 1.621, p = .662, and Position 4 versus Position 5, t(174) = -1.897, p = .48. Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .02) except Position 1 versus Position 7, t(174) = 2.05, p = .38, Position 3 versus Position 5, t(174) = 1.621, p = .662, and Position 4 versus Position 5, t(174) = -1.897, p = .48. Performance decreased linearly with ratio, with the worst performance at 5% difference, M = 23.6%, 95% CI = [18.9, 28.3], and the best performance at 50% difference, M = 73.1%, 95% CI = [68.4, 77.8]. Performance decreased linearly with ratio, with the worst performance at 5% difference, M = 23.6%, 95% CI = [18.9, 28.3], and the best performance at 50% difference, M = 73.1%, 95% CI = [68.4, 77.8]. Performance decreased linearly with ratio, with the worst performance at 5% difference, M = 23.6%, 95% CI = [18.9, 28.3], and the best performance at 50% difference, M = 73.1%, 95% CI = [68.4, 77.8].";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .763";"results";"Results";8;4;8;"=";0,763;"A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(6, 174) = 2.985, p = .008, f = 0.32, a significant main effect of ratio, F(3, 87) = 6.02, p < .001, f = 0.46, and a nonsignificant interaction, F(18, 522) = 0.747, p = .763, f = 0.16, with participants again faster to find the shortest and longest lines.";"We again did not find the advantage for the outer positions to be a speed-accuracy trade-off. A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(6, 174) = 2.985, p = .008, f = 0.32, a significant main effect of ratio, F(3, 87) = 6.02, p < .001, f = 0.46, and a nonsignificant interaction, F(18, 522) = 0.747, p = .763, f = 0.16, with participants again faster to find the shortest and longest lines.";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .21";"results";"Results";8;5;2;"=";0,21;"A 2 (Experiment) × 2 (Position) mixed-measure ANOVA showed no main effect of experiment, F(1, 58) = 1.597, p = .21, f = 0.17, a significant main effect of position, F(1, 58) = 43.54, p < .001, f = 0.87, and a significant interaction, F(1, 58) = 4.71, p = .034, f = 0.28.";"Finally, we examined whether the increase in the number of lines between Experiments 1 and 2 produced any change in accuracy for the longest and shortest lines (we did not compare the inner positions because these differed across the two experiments). A 2 (Experiment) × 2 (Position) mixed-measure ANOVA showed no main effect of experiment, F(1, 58) = 1.597, p = .21, f = 0.17, a significant main effect of position, F(1, 58) = 43.54, p < .001, f = 0.87, and a significant interaction, F(1, 58) = 4.71, p = .034, f = 0.28. The interaction, however, was primarily driven by the lack of difference between the longest and shortest lines in Experiment 2 and the presence of that difference in Experiment 1.";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .23";"results";"Results";8;5;4;"=";0,23;"Indeed, there was no significant difference in accuracy between finding the longest line across the two experiments, t(72) = 1.91, p = .23, or for finding the shortest line, t(72) = 0.479, p = .96.";"The interaction, however, was primarily driven by the lack of difference between the longest and shortest lines in Experiment 2 and the presence of that difference in Experiment 1. The interaction, however, was primarily driven by the lack of difference between the longest and shortest lines in Experiment 2 and the presence of that difference in Experiment 1. Indeed, there was no significant difference in accuracy between finding the longest line across the two experiments, t(72) = 1.91, p = .23, or for finding the shortest line, t(72) = 0.479, p = .96. Indeed, there was no significant difference in accuracy between finding the longest line across the two experiments, t(72) = 1.91, p = .23, or for finding the shortest line, t(72) = 0.479, p = .96. Therefore, the increase in the number of lines from five to seven did not affect performance for the two outer positions-exactly as expected from the bipartite format but contrary to both an item-based sorting mechanism (which would have required additional comparisons given seven as opposed to five lines) and the comparison to the mean mechanism (which would have predicted better performance with seven lines because the longest and shortest lines are further away from the mean). Therefore, the increase in the number of lines from five to seven did not affect performance for the two outer positions-exactly as expected from the bipartite format but contrary to both an item-based sorting mechanism (which would have required additional comparisons given seven as opposed to five lines) and the comparison to the mean mechanism (which would have predicted better performance with seven lines because the longest and shortest lines are further away from the mean).";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .80";"results";"Results";8;7;2;"=";0,8;"Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .001) except Position 1 versus Position 5, t(116) = -1.18, p = .80, and Position 2 versus Position 4, t(116) = 1.258, p = .717.";"As with length, we found that performance was again overall best for the biggest and smallest positions, with a successive decrease in performance toward the middle position. As with length, we found that performance was again overall best for the biggest and smallest positions, with a successive decrease in performance toward the middle position. Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .001) except Position 1 versus Position 5, t(116) = -1.18, p = .80, and Position 2 versus Position 4, t(116) = 1.258, p = .717. Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .001) except Position 1 versus Position 5, t(116) = -1.18, p = .80, and Position 2 versus Position 4, t(116) = 1.258, p = .717. Performance decreased linearly with ratio, with the worst performance at 5% difference, M = 33.2%, 95% CI = [29.8, 36.5], and best performance at 50% difference, M = 73.5%, 95% CI = [70.2, 76.9]. Performance decreased linearly with ratio, with the worst performance at 5% difference, M = 33.2%, 95% CI = [29.8, 36.5], and best performance at 50% difference, M = 73.5%, 95% CI = [70.2, 76.9].";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .281";"results";"Results";8;8;1;"=";0,281;"We found the same pattern for RTs: A 7 (Position) × 4 (Ratio) × 3 (Dots in Set) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 21.17, p = < .001, f = 0.87, a significant main effect of ratio, F(3, 87) = 15.73, p < .001, f = 0.74, a significant main effect of dots in set, F(2, 58) = 5.29, p = .008, f = 0.43, a significant Position × Ratio interaction, F(12, 348) = 2.046, p = .012, f = 0.27, a nonsignificant Position × Dots in Set interaction, F(8, 232) = 1.232, p = .281, f = 0.21, a nonsignificant Ratio × Dots in Set interaction, F(6, 174) = 0.456, p = .84, f = 0.13, and a nonsignificant three-way interaction, F(24, 696) = 1.357, p = .12, f = 0.22.";"We found the same pattern for RTs: A 7 (Position) × 4 (Ratio) × 3 (Dots in Set) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 21.17, p = < .001, f = 0.87, a significant main effect of ratio, F(3, 87) = 15.73, p < .001, f = 0.74, a significant main effect of dots in set, F(2, 58) = 5.29, p = .008, f = 0.43, a significant Position × Ratio interaction, F(12, 348) = 2.046, p = .012, f = 0.27, a nonsignificant Position × Dots in Set interaction, F(8, 232) = 1.232, p = .281, f = 0.21, a nonsignificant Ratio × Dots in Set interaction, F(6, 174) = 0.456, p = .84, f = 0.13, and a nonsignificant three-way interaction, F(24, 696) = 1.357, p = .12, f = 0.22. We found the same pattern for RTs: A 7 (Position) × 4 (Ratio) × 3 (Dots in Set) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 21.17, p = < .001, f = 0.87, a significant main effect of ratio, F(3, 87) = 15.73, p < .001, f = 0.74, a significant main effect of dots in set, F(2, 58) = 5.29, p = .008, f = 0.43, a significant Position × Ratio interaction, F(12, 348) = 2.046, p = .012, f = 0.27, a nonsignificant Position × Dots in Set interaction, F(8, 232) = 1.232, p = .281, f = 0.21, a nonsignificant Ratio × Dots in Set interaction, F(6, 174) = 0.456, p = .84, f = 0.13, and a nonsignificant three-way interaction, F(24, 696) = 1.357, p = .12, f = 0.22. We found the same pattern for RTs: A 7 (Position) × 4 (Ratio) × 3 (Dots in Set) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 21.17, p = < .001, f = 0.87, a significant main effect of ratio, F(3, 87) = 15.73, p < .001, f = 0.74, a significant main effect of dots in set, F(2, 58) = 5.29, p = .008, f = 0.43, a significant Position × Ratio interaction, F(12, 348) = 2.046, p = .012, f = 0.27, a nonsignificant Position × Dots in Set interaction, F(8, 232) = 1.232, p = .281, f = 0.21, a nonsignificant Ratio × Dots in Set interaction, F(6, 174) = 0.456, p = .84, f = 0.13, and a nonsignificant three-way interaction, F(24, 696) = 1.357, p = .12, f = 0.22. Performance was fastest for the biggest and smallest positions compared with the inner positions, with no significant difference between the outer two positions, t(116) = -1.417, p = .62, and was slightly faster for sets with one dot, M = 970, SE = 30.60, 95% CI = [907, 1,032], compared with three dots, M = 1,015, SE = 30.6, 95% CI = [953, 1,077], and five dots, M = 1,004, SE = 30.6, 95% CI = 942, 1,066]. Performance was fastest for the biggest and smallest positions compared with the inner positions, with no significant difference between the outer two positions, t(116) = -1.417, p = .62, and was slightly faster for sets with one dot, M = 970, SE = 30.60, 95% CI = [907, 1,032], compared with three dots, M = 1,015, SE = 30.6, 95% CI = [953, 1,077], and five dots, M = 1,004, SE = 30.6, 95% CI = 942, 1,066]. Performance was fastest for the biggest and smallest positions compared with the inner positions, with no significant difference between the outer two positions, t(116) = -1.417, p = .62, and was slightly faster for sets with one dot, M = 970, SE = 30.60, 95% CI = [907, 1,032], compared with three dots, M = 1,015, SE = 30.6, 95% CI = [953, 1,077], and five dots, M = 1,004, SE = 30.6, 95% CI = 942, 1,066].";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .62";"results";"Results";8;8;2;"=";0,62;"Performance was fastest for the biggest and smallest positions compared with the inner positions, with no significant difference between the outer two positions, t(116) = -1.417, p = .62, and was slightly faster for sets with one dot, M = 970, SE = 30.60, 95% CI = [907, 1,032], compared with three dots, M = 1,015, SE = 30.6, 95% CI = [953, 1,077], and five dots, M = 1,004, SE = 30.6, 95% CI = 942, 1,066].";"We found the same pattern for RTs: A 7 (Position) × 4 (Ratio) × 3 (Dots in Set) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 21.17, p = < .001, f = 0.87, a significant main effect of ratio, F(3, 87) = 15.73, p < .001, f = 0.74, a significant main effect of dots in set, F(2, 58) = 5.29, p = .008, f = 0.43, a significant Position × Ratio interaction, F(12, 348) = 2.046, p = .012, f = 0.27, a nonsignificant Position × Dots in Set interaction, F(8, 232) = 1.232, p = .281, f = 0.21, a nonsignificant Ratio × Dots in Set interaction, F(6, 174) = 0.456, p = .84, f = 0.13, and a nonsignificant three-way interaction, F(24, 696) = 1.357, p = .12, f = 0.22. Performance was fastest for the biggest and smallest positions compared with the inner positions, with no significant difference between the outer two positions, t(116) = -1.417, p = .62, and was slightly faster for sets with one dot, M = 970, SE = 30.60, 95% CI = [907, 1,032], compared with three dots, M = 1,015, SE = 30.6, 95% CI = [953, 1,077], and five dots, M = 1,004, SE = 30.6, 95% CI = 942, 1,066].";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .77";"results";"Results";8;9;4;"=";0,77;"Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .04) except Position 1 versus Position 5, t( 116) = 1.167, p = .77, Position 2 versus Position 4, t(116) = 1.357, p = .65, and Position 3 versus Position 4, t(116) = -1.479, p = .578.";"Performance overall was again best for the most and the fewest positions, with a successive decrease in performance toward the middle position. Performance overall was again best for the most and the fewest positions, with a successive decrease in performance toward the middle position. Performance overall was again best for the most and the fewest positions, with a successive decrease in performance toward the middle position. Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .04) except Position 1 versus Position 5, t( 116) = 1.167, p = .77, Position 2 versus Position 4, t(116) = 1.357, p = .65, and Position 3 versus Position 4, t(116) = -1.479, p = .578. Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .04) except Position 1 versus Position 5, t( 116) = 1.167, p = .77, Position 2 versus Position 4, t(116) = 1.357, p = .65, and Position 3 versus Position 4, t(116) = -1.479, p = .578. Tukey's HSD tests revealed significant differences between all pairwise positions (all ps < .04) except Position 1 versus Position 5, t( 116) = 1.167, p = .77, Position 2 versus Position 4, t(116) = 1.357, p = .65, and Position 3 versus Position 4, t(116) = -1.479, p = .578. Performance decreased linearly with ratio, with the worst performance at 5% difference, M = 30.60%, 95% CI = [26.6, 36.6], and best performance at 50% difference, M = 73.4%, 95% CI = [69.3, 77.4]. Performance decreased linearly with ratio, with the worst performance at 5% difference, M = 30.60%, 95% CI = [26.6, 36.6], and best performance at 50% difference, M = 73.4%, 95% CI = [69.3, 77.4]. Performance decreased linearly with ratio, with the worst performance at 5% difference, M = 30.60%, 95% CI = [26.6, 36.6], and best performance at 50% difference, M = 73.4%, 95% CI = [69.3, 77.4].";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .16";"results";"Results";8;10;2;"=";0,16;"A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 16.45, p < .001, f = 0.75, a nonsignificant main effect of ratio, F(3, 87) = 1.752, p = .16, f = 0.25, and a nonsignificant interaction, F(12, 348) = 1.421, p = .154, f = 0.22, with participants again faster to find the shortest and longest lines.";"We again did not find the advantage for the outer positions to be a speed-accuracy trade-off. We again did not find the advantage for the outer positions to be a speed-accuracy trade-off. A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 16.45, p < .001, f = 0.75, a nonsignificant main effect of ratio, F(3, 87) = 1.752, p = .16, f = 0.25, and a nonsignificant interaction, F(12, 348) = 1.421, p = .154, f = 0.22, with participants again faster to find the shortest and longest lines. A 7 (Position) × 4 (Ratio) repeated-measures ANOVA with RT as the dependent variable showed a significant main effect of position, F(4, 116) = 16.45, p < .001, f = 0.75, a nonsignificant main effect of ratio, F(3, 87) = 1.752, p = .16, f = 0.25, and a nonsignificant interaction, F(12, 348) = 1.421, p = .154, f = 0.22, with participants again faster to find the shortest and longest lines.";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .053";"results";"Results";13;1;1;"=";0,053;"A Position × Set Size repeated-measures ANOVA with accuracy as the dependent variable showed a significant main effect of position, F(2, 58) = 517.05, p < .001, f = 4.22, a marginal effect of set size, F(2, 58) = 3.09, p = .053, f = 0.33, and a significant Position × Set Size interaction, F(4, 116) = 6.70, p < .001, f = 0.48.";"A Position × Set Size repeated-measures ANOVA with accuracy as the dependent variable showed a significant main effect of position, F(2, 58) = 517.05, p < .001, f = 4.22, a marginal effect of set size, F(2, 58) = 3.09, p = .053, f = 0.33, and a significant Position × Set Size interaction, F(4, 116) = 6.70, p < .001, f = 0.48. As seen in Figure 2, post hoc contrasts reveal that the main effect of question was driven by a significant difference between the longest and middle positions, t(58) = 28.64, p <.001, and shortest and middle positions, t(58) = -26.98, p < .001, and no difference between the longest and shortest positions, t(58) = 1.67, p = .23.";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .23";"results";"Results";13;1;2;"=";0,23;"As seen in Figure 2, post hoc contrasts reveal that the main effect of question was driven by a significant difference between the longest and middle positions, t(58) = 28.64, p <.001, and shortest and middle positions, t(58) = -26.98, p < .001, and no difference between the longest and shortest positions, t(58) = 1.67, p = .23.";"A Position × Set Size repeated-measures ANOVA with accuracy as the dependent variable showed a significant main effect of position, F(2, 58) = 517.05, p < .001, f = 4.22, a marginal effect of set size, F(2, 58) = 3.09, p = .053, f = 0.33, and a significant Position × Set Size interaction, F(4, 116) = 6.70, p < .001, f = 0.48. As seen in Figure 2, post hoc contrasts reveal that the main effect of question was driven by a significant difference between the longest and middle positions, t(58) = 28.64, p <.001, and shortest and middle positions, t(58) = -26.98, p < .001, and no difference between the longest and shortest positions, t(58) = 1.67, p = .23. The significant interaction was driven by a linear trend for performance getting worse with set size for the middle position, β = -2.14, 95% CI = [-3.24, -1.04], in contrast to flat slopes with set size for the longest, β = 0.76, 95% CI = [-0.34, 1.86], and shortest, β = -0.58, 95% CI = [-1.68, 0.52], positions.";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .98";"results";"Results";13;2;2;"=";0,98;"A Position × Set Size repeatedmeasures ANOVA with RT as the dependent variable showed a significant main effect of position, F(2, 58) = 104.0, p < .001, f = 1.89, and no effect of set size, F(2, 58) = 0.02, p = .98, f = 0.02, or a significant Position × Set Size interaction, F(4, 116) = 1.81, p = .13, f = 0.25.";"We also examined RTs. We also examined RTs. A Position × Set Size repeatedmeasures ANOVA with RT as the dependent variable showed a significant main effect of position, F(2, 58) = 104.0, p < .001, f = 1.89, and no effect of set size, F(2, 58) = 0.02, p = .98, f = 0.02, or a significant Position × Set Size interaction, F(4, 116) = 1.81, p = .13, f = 0.25. A Position × Set Size repeatedmeasures ANOVA with RT as the dependent variable showed a significant main effect of position, F(2, 58) = 104.0, p < .001, f = 1.89, and no effect of set size, F(2, 58) = 0.02, p = .98, f = 0.02, or a significant Position × Set Size interaction, F(4, 116) = 1.81, p = .13, f = 0.25. The significant main effect was driven by the middle position being significantly slower than the longest position, t(58) = -9.97, p < .001, which was in turn slower than the shortest position, t(58) = -4.04, p < .001. The significant main effect was driven by the middle position being significantly slower than the longest position, t(58) = -9.97, p < .001, which was in turn slower than the shortest position, t(58) = -4.04, p < .001.";NA
9567976231223130;"10.1177/09567976231223130";"The computational theory of mind-the idea that the mind is an information-processing system akin to a Turing machine-is perhaps the most widely influential and generative idea about cognition (Anderson";"p = .13";"results";"Results";18;2;1;"=";0,13;"The most relevant finding for our hypothesis was that there were significant differences for all pairwise comparisons involving the maximal and minimal positions (all ps < .03) except for Position 1 versus Position 7, t(174) = 2.622, p = .13, and Position 2 versus Position 7, t(174) = -0.558, p = .99; none of the inner positions were significantly different from each other.";"The most relevant finding for our hypothesis was that there were significant differences for all pairwise comparisons involving the maximal and minimal positions (all ps < .03) except for Position 1 versus Position 7, t(174) = 2.622, p = .13, and Position 2 versus Position 7, t(174) = -0.558, p = .99; none of the inner positions were significantly different from each other. The most relevant finding for our hypothesis was that there were significant differences for all pairwise comparisons involving the maximal and minimal positions (all ps < .03) except for Position 1 versus Position 7, t(174) = 2.622, p = .13, and Position 2 versus Position 7, t(174) = -0.558, p = .99; none of the inner positions were significantly different from each other. Performance was lower at 5% difference, M = 21.2%, 95% CI = [15.0, 27.5], but similar at the other three ratios. Performance was lower at 5% difference, M = 21.2%, 95% CI = [15.0, 27.5], but similar at the other three ratios.";NA
9567976241239932;"10.1177/09567976241239932";"The Formation of Negative Attitudes Toward Novel Groups";"p = .700";"results";"Results";12;3;4;"=";0,7;"Post hoc simple-effects analyses revealed that serial position did not affect the number of recalled distinct attributes, B = -0.02, t(1,510) = -0.39, p = .700, d = 0.01.";"As illustrated in Figure S3 in the Supplemental Materials, the effect of serial position on recalled attributes was different for distinct and shared attributes, F(2, 1510) = 14.11, p < .001, η p 2 = .02. Post hoc simple-effects analyses revealed that serial position did not affect the number of recalled distinct attributes, B = -0.02, t(1,510) = -0.39, p = .700, d = 0.01. However, with increasing serial position, the number of recalled shared attributes linearly decreased, B = -0.47, t(1,510) = -7.78, p < .001, d = 0.20.";NA
9567976241239932;"10.1177/09567976241239932";"The Formation of Negative Attitudes Toward Novel Groups";"p = .313";"results";"Results";20;2;3;"=";0,313;"This effect did not interact with the order of the groups, F(1, 601) = 1.02, p = .313, η p 2 = .002.";"As illustrated in Figure 4, perceived likeability decreased from the first to the second group when negative traits were distinct, but perceived likeability increased from the first to the second group when positive traits were distinct. This effect did not interact with the order of the groups, F(1, 601) = 1.02, p = .313, η p 2 = .002. This indicates that the group encountered later was primarily evaluated on the basis of its distinct attributes, independent of majority or minority status.";NA
9567976241239932;"10.1177/09567976241239932";"The Formation of Negative Attitudes Toward Novel Groups";"p = .128";"results";"Experiment 4b.";21;3;3;"=";0,128;"This effect did not interact with the order of the groups, F(1, 539) = 2.33, p = .128, η p 2 = .004.";"As illustrated in Figure 5, the second group was perceived to be less likeable than the first group in the negative-distinct ecology, and this was reversed in the positive-distinct ecology. This effect did not interact with the order of the groups, F(1, 539) = 2.33, p = .128, η p 2 = .004. This indicates that the group encountered later was primarily evaluated on the basis of its distinct attributes, independent of in-group/out-group status.";NA
9567976241279292;"10.1177/09567976241279291";"Cognitive Maps for a Non-Euclidean Environment: Path Integration and Spatial Memory on a Sphere";"p = .85";"results";"Planar bias prevails: exploratory analyses on mixed models, spherical models of various radii, reaction time, strategy, and previous knowledge of spherical geometry";11;2;3;"=";0,85;"Neither the reaction time nor the proportion of bird's-eye-view strategy use was larger for the sphere-mean time on sphere = 6.4 ± 2.5 s versus on plane = 7.0 ± 2.4 s, t(19) = 1.1, p = .85, one-sided; proportion of bird's-eye-view perspective on sphere = 7 out of 20 vs. on plane = 5 out of 20, McNemara test, p = .31.";"We reasoned that if participants consider the curvature of the surface and update their location by using a 3D map, reaction time would be slower on the sphere and they would be more likely to use the bird's-eye view (third-person perspective) than a first-person perspective on the sphere. We reasoned that if participants consider the curvature of the surface and update their location by using a 3D map, reaction time would be slower on the sphere and they would be more likely to use the bird's-eye view (third-person perspective) than a first-person perspective on the sphere. Neither the reaction time nor the proportion of bird's-eye-view strategy use was larger for the sphere-mean time on sphere = 6.4 ± 2.5 s versus on plane = 7.0 ± 2.4 s, t(19) = 1.1, p = .85, one-sided; proportion of bird's-eye-view perspective on sphere = 7 out of 20 vs. on plane = 5 out of 20, McNemara test, p = .31. Neither the reaction time nor the proportion of bird's-eye-view strategy use was larger for the sphere-mean time on sphere = 6.4 ± 2.5 s versus on plane = 7.0 ± 2.4 s, t(19) = 1.1, p = .85, one-sided; proportion of bird's-eye-view perspective on sphere = 7 out of 20 vs. on plane = 5 out of 20, McNemara test, p = .31. We also note that none of the participants reported paying attention to the absolute traveled distance relative to the size of the sphere, which was necessary for path integration based on a 3D map. We also note that none of the participants reported paying attention to the absolute traveled distance relative to the size of the sphere, which was necessary for path integration based on a 3D map.";NA
